id,comment,territory
607,"Falta iluminação nos becos mais internos da comunidade. Caminhar por aqui de noite é um desafio de sobrevivência porque tá tudo no escuro completo. na localidade conhecida como Grota,, os moradores vivem com medo de assalto e queda. minha irmã com o carrinho de bebê comprou lâmpada do próprio bolso pra colocar no beco. Desse jeito o posto de saúde vai continuar lotado de gente doente com infecção.",favela
608,"Falta planejamento e manutenção da infraestrutura urbana na Gávea. No entorno de nas imediações das mansões residenciais,, as calçadas são estreitas, quebradas e cheias de obstáculos, fora a fiação aérea pesada que parece que vai cair. eu mesmo com pressa pro serviço que anda por aqui todo dia vê o completo abandono do asfalto.",alto da gávea
609,"A saúde aqui na região tá um caos absoluto. Fui levar um grupo de estudantes daqui no posto de saúde da Gávea logo cedo na segunda-feira e não tinha nenhum clínico de plantão. Uma fila imensa dobrava o quarteirão desde a madrugada e de manhã disseram que as senhas tinham acabado. É humilhante ver o trabalhador sofrendo assim.",alto da gávea
610,"A coleta de lixo aqui dentro não funciona direito e o povo acaba jogando os sacos nas encostas ou perto de nas vielas apertadas perto do CIEP,. no final da tarde de quinta acumulou tanta sujeira que tampou a passagem do beco. minha filha mais nova se preocupa com as doenças, o valão tá transbordando e ninguém limpa essa imundície. Fora o transporte público que demora horas pra passar e nos deixa mofando no ponto com medo.",favela
611,"Olha, a situação da segurança tá caótica na Gávea. nos arredores da Praça Santos Dumont, no Baixo Gávea, virou ponto fixo de bandido assaltando quem sai do trabalho ou da faculdade. durante o temporal de ontem teve mais um roubo de celular violento. meu vizinho da frente, o Seu Jorge, tentou acionar os policiais mas a viatura demorou uma eternidade pra chegar.",asfalto
612,"A gente vive no meio do fogo cruzado e ninguém faz nada por nós. no meio da semana passada teve tiroteio perto do CIEP e uma vizinha nossa, a Dona Maria, teve que correr pra se proteger dentro do beco. As crianças ficam traumatizadas e perdem aula direta. Segurança pra nós da comunidade é artigo de luxo pelo visto.",favela
613,"Falta área de lazer e esporte pras crianças e jovens aqui da comunidade. Não temos uma quadra poliesportiva reformada ou uma praça com brinquedos seguros. meu marido voltando do trabalho vê a garotada jogando bola no meio das vielas apertadas perto de perto do valão de esgoto principal, correndo risco de atropelamento por falta de opção. A prefeitura diz na televisão que faz obra mas a verdade é que o descaso continua igual por aqui.",favela
614,"O canal de atendimento 1746 virou uma piada de mau gosto e ineficiente. A gente abre protocolo sobre os problemas crônicos de conservação perto de perto do mirante do Alto da Gávea,, eles deixam vencer o prazo e fecham o chamado como se estivesse resolvido sem fazer nada. meu filho adolescente se sente feito de palhaço pela gestão.",alto da gávea
615,"As vans e ônibus que circulam pelo bairro andam em velocidade absurda e perigosa. minha mãe idosa pegou uma condução dessas na última terça-feira perto de na Rua Vice-Governador Rubens Berardo, e ficou apavorado com a imprudência. Precisamos de fiscalização rigorosa da guarda municipal e mais linhas de ônibus regulares.",asfalto
616,"Falta planejamento e manutenção da infraestrutura urbana na Gávea. No entorno de no cruzamento principal perto do posto de combustível,, as calçada são estreitas, quebradas e cheias de obstáculos, fora a fiação aérea pesada que parece que vai cair. uma senhora de idade que mora aqui perto que anda por aqui todo dia vê o completo abandono do asfalto. É uma falta de respeito tremenda com quem paga imposto caro todo mês e não vê retorno.",asfalto
617,"Ir no posto de saúde da Gávea é passar nervoso. Fui levar um rapaz que estuda na PUC anteontem e o atendimento tava parado por falta de médico. A gente que mora no morro tem que descer de madrugada, pegar chuva na fila pra ouvir que não tem vaga. Saúde pública aqui tá largada às traças.",comunidade
618,"Toda vez que cai uma chuva mais forte, as ruas da Gávea alagam por causa dos bueiros entupidos. no último sábado de madrugada, a água da chuva acumulou tanto perto da entrada do Parque da Cidade, que cobriu as calçadas e quase invadiu os comércios. um morador antigo aqui do beco teve o carro danificado. A Comlurb precisa limpar essas bocas de lobo urgente.",alto da gávea
619,"Um absurdo a truculência nas abordagens policiais aqui na comunidade. em plena luz do dia ontem, minha irmã com o carrinho de bebê foi parado voltando do serviço bem na Viela da Paz, subindo as escadas, e os policiais já chegaram esculachando, tratando como suspeito. A gente quer segurança, mas quer respeito também, porque trabalhador não é bandido. Até a escola da garotada fica prejudicada com essa buraqueira toda que impede o acesso.",favela
620,"Os pontos de ônibus perto de perto do valão de esgoto principal, tão abandonados, sem cobertura nenhuma contra chuva ou sol e totalmente escuros de noite. eu mesmo com pressa pro serviço fica exposto ao perigo e ao tempo esperando condução que nunca passa no horário certo. Transporte de qualidade é um direito nosso.",favela
621,"A saúde aqui na região tá um caos absoluto. Fui levar um grupo de estudantes daqui no posto de saúde da Gávea logo cedo na segunda-feira e não tinha nenhum clínico de plantão. Uma fila imensa dobrava o quarteirão desde a madrugada e de manhã disseram que as senhas tinham acabado. É humilhante ver o trabalhador sofrendo assim.",asfalto
622,"Há um descaso imenso com a fiscalização de obras residenciais na nossa região. na Rua Vice-Governador Rubens Berardo,, tão fazendo construções que parecem irregulares e tão afetando a estrutura das casas vizinhas e gerando rachaduras. minha filha mais nova já denunciou na prefeitura mas ninguém vem embargar a obra. Nem o Parque da Cidade escapa desse abandono generalizado que tomou conta do nosso bairro.",asfalto
623,"O acúmulo de lixo nas calçadas da Gávea tá atraindo muito bicho e barata. na curva perigosa perto da descida pra o São Conrado,, os sacos de lixo ficam amontoados porque a coleta tá passando fora do horário comercial. meu vizinho da frente, o Seu Jorge, já viu ratazana enorme correndo perto dos pedestres. Uma falta de higiene terrível num bairro desses.",alto da gávea
624,"Falta fiscalização e zelo com as calçadas e canteiros públicos da Gávea. Perto de na Rua Marquês de São Vicente, bem perto da PUC,, jogam entulho e lixo direto no espaço público e ninguém multa. uma vizinha nossa, a Dona Maria, acha um abssurdo ver o bairro ficar com cara de abandonado enquanto o imposto cobrado é um dos mais caros do Rio.",asfalto
625,"A situação da segurança aqui dentro tá muito complicada e tensa. ontem de noite teve operação e correria bem no Beco do Rato, na parte mais alta,, deixando os moradores apavorados dentro de casa. meu marido voltando do trabalho ficou preso sem conseguir descer pro trabalho. Falta uma política de segurança que respeite quem mora aqui na favela. E pra piorar tudo, as calçadas tão todas quebradas, um perigo de queda pros idosos.",favela
626,"Toda vez que cai uma chuva mais forte, as ruas da Gávea alagam por causa dos bueiros entupidos. na semana passada, a água da chuva acumulou tanto em frente ao Shopping da Gávea, que cobriu as calçadas e quase invadiu os comércios. meu filho adolescente teve o carro danificado. A Comlurb precisa limpar essas bocas de lobo urgente.",asfalto
627,"Prometeram regularização fundiária pra nossa comunidade há anos, disseram que a gente ia ter o documento da casa própria, mas ficou só na promessa vazia. minha mãe idosa investiu o dinheiro da vida toda construindo sua moradia perto de perto do valão de esgoto principal, e vive com a insegurança de ser despejado.",favela
628,"Os pontos de ônibus perto de nas proximidades do posto de saúde da Gávea, tão abandonados, sem cobertura nenhuma contra chuva ou sol e totalmente escuros de noite. uma senhora de idade que mora aqui perto fica exposto ao perigo e ao tempo esperando condução que nunca passa no horário certo. Transporte de qualidade é um direito nosso. E a iluminação dos postes sumiu nessa parte, virando um breu danado propício pra assaltos.",comunidade
629,"É uma pouca vergonha o estado das galerias de esgoto aqui. anteontem a tubulação começou a vazar bem na Rua Vice-Governador Rubens Berardo, e o mau cheiro tá insuportável na rua inteira. um rapaz que estuda na PUC já ligou pro 1746 reclamando, mas ninguém aparece. Descaso total da prefeitura com o IPTU caro que a gente paga.",asfalto
630,"A fiação elétrica aqui tá um perigo absurdo, um emaranhado de fios soltos e baixos passando na cabeça da gente. no beco que dá acesso à quadra de esporte,, os cabos tão quase tocando o chão das vielas. um morador antigo aqui do beco tem medo de um curto-circuito ou incêndio grave. A Light e a prefeitura precisam ordenar esse caos.",comunidade
631,"Prometeram regularização fundiária pra nossa comunidade há anos, disseram que a gente ia ter o documento da casa própria, mas ficou só na promessa vazia. minha irmã com o carrinho de bebê investiu o dinheiro da vida toda construindo sua moradia perto de nas vielas apertadas perto do CIEP, e vive com a insegurança de ser despejado. Desse jeito o posto de saúde vai continuar lotado de gente doente com infecção.",favela
632,"Os pontos de ônibus perto de no Beco do Rato, na parte mais alta, tão abandonados, sem cobertura nenhuma contra chuva ou sol e totalmente escuros de noite. eu mesmo com pressa pro serviço fica exposto ao perigo e ao tempo esperando condução que nunca passa no horário certo. Transporte de qualidade é um direito nosso.",favela
633,"É uma pouca vergonha o estado das galerias de esgoto aqui. logo cedo na segunda-feira a tubulação começou a vazar bem em frente ao Shopping da Gávea, e o mau cheiro tá insuportável na rua inteira. um grupo de estudantes daqui já ligou pro 1746 reclamando, mas ninguém aparece. Descaso total da prefeitura com o IPTU caro que a gente paga.",asfalto
634,"A mobilidade urbana na Gávea tá caótica por causa do trânsito intenso e do estacionamento irregular de veículos. no trecho mais alto e escuro da via,, os carros param em cima das calçadas e bloqueiam tudo, obrigando o pedestre a andar no meio da rua. minha filha mais nova que anda com idoso sofre demais com isso. Fora o transporte público que demora horas pra passar e nos deixa mofando no ponto com medo.",alto da gávea
